배수,총배팅,1게임배수,2게임배수,3게임배수,4게임배수,5게임배수,6게임배수,7게임배수,8게임배수,9게임배수,10게임배수,100게임이득,50게임이득,10게임이득,5게임이득,3게임이득
2.41,60441,1.19,16.52,17.53,24.820000000000004,28.16,32.66,34.03,36.67,37.86,41.58,-661138,-859883,53205,-15963,-59127
1.31,78544,1.68,4.09,5.28,20.61,21.62,28.910000000000004,32.25,36.74999999999999,38.12,40.76,-615429,-974143,-34833,-101003,-110555
9.51,83911,5.93,13.03,14.34,16.02,18.43,19.619999999999997,34.949999999999996,35.96,43.25,46.59,-466512,-938922,-33095,-17132,24744
1.19,54601,9.51,15.44,22.54,23.85,25.53,27.939999999999998,29.129999999999995,44.459999999999994,45.47,52.76,-394825,-780384,15828,65302,153852
1.86,97194,10.86,12.16,13.53,14.809999999999999,16.43,17.59,19.85,22.61,23.97,62.98999999999999,-267477,-259069,329581,294019,424744
1,62670,4.19,6.050000000000001,16.91,18.21,19.58,20.86,22.48,23.64,25.900000000000002,28.66,-98892,-90298,372358,566671,727460
2.57,88324,1.0,5.19,7.050000000000001,17.91,19.21,20.58,21.86,23.48,24.64,26.900000000000002,-138110,-152126,320503,561362,79257
2.24,51596,2.57,3.57,7.76,9.620000000000001,20.48,21.78,23.15,24.43,26.05,27.21,-121669,-32900,341019,686125,138016
1.15,66098,2.24,4.8100000000000005,5.8100000000000005,10.0,11.860000000000001,22.72,24.020000000000003,25.39,26.67,28.29,-199158,492776,394600,100581,-41346
1.15,70977,1.15,3.39,5.960000000000001,6.960000000000001,11.15,13.010000000000002,23.869999999999997,25.17,26.54,27.82,-230972,111109,374114,72233,-44448
1.24,80277,1.15,2.3,4.54,7.110000000000001,8.110000000000001,12.3,14.160000000000002,25.019999999999996,26.32,27.689999999999998,-230162,177386,389293,-177378,-136043
2.57,71289,10.68,12.14,13.219999999999999,14.46,15.61,16.759999999999998,19.0,21.57,22.57,26.76,-653325,264816,-62853,-135086,14375
3.33,54240,2.57,13.25,14.71,15.79,17.03,18.18,19.33,21.57,24.14,25.14,-607594,197260,-242380,-65002,124333
1.53,50335,3.33,5.9,16.58,18.04,19.119999999999997,20.36,21.509999999999998,22.659999999999997,24.9,27.47,-547565,253222,-153452,40457,258205
2.38,37673,1.53,4.86,7.430000000000001,18.11,19.57,20.65,21.89,23.04,24.189999999999998,26.43,-572119,267292,-203486,121892,-2617
1.18,64390,2.38,3.91,7.24,9.81,20.49,21.95,23.029999999999998,24.27,25.419999999999998,26.569999999999997,-509993,302740,-207617,225364,-6583
5.55,72205,1.18,3.5599999999999996,5.09,8.42,10.99,21.669999999999998,23.13,24.209999999999997,25.45,26.599999999999998,-572237,327575,-195721,-60635,-86717
1.39,55287,5.55,6.7299999999999995,9.11,10.64,13.969999999999999,16.54,27.22,28.68,29.759999999999998,31.0,-432561,466893,-37999,27003,29444
4.27,66211,1.7,3.09,8.639999999999999,9.819999999999999,12.2,13.73,17.06,19.63,30.31,31.77,-342136,528023,47885,-74007,-15989
1.15,54977,4.27,5.97,7.359999999999999,12.909999999999998,14.089999999999998,16.47,18.0,21.33,23.9,34.58,-150704,725059,211677,-13687,-47273
1.96,62033,1.15,5.42,7.119999999999999,8.51,14.059999999999999,15.239999999999998,17.619999999999997,19.15,22.479999999999997,25.049999999999997,-572987,379912,-75113,-14478,-64318
1.19,27472,5.21,7.17,8.32,12.59,14.29,15.68,21.23,22.41,24.79,26.32,-566952,279016,-33516,3361,13012
4.55,39433,1.19,6.4,8.36,9.51,13.78,15.479999999999999,16.87,22.42,23.6,25.98,-614918,283590,-32167,41840,40329
1.92,50246,4.04,6.15,7.54,8.829999999999998,9.940000000000001,12.379999999999999,13.55,14.71,16.05,17.11,-420680,154088,-86405,273588,637428
1.11,59009,1.92,5.96,8.07,9.46,10.749999999999998,11.860000000000001,14.299999999999999,15.47,16.630000000000003,17.97,-439126,-16196,-42837,371280,883230
1.59,70823,1.11,3.0300000000000002,7.07,9.18,10.57,11.859999999999998,12.97,15.409999999999998,16.580000000000002,17.740000000000002,-648767,-35924,-61279,546566,1190267
1,54065,9.19,10.51,12.1,13.21,15.129999999999999,19.17,21.28,22.67,23.959999999999997,25.07,-534492,84570,239632,-33956,56906
1.48,38682,1.0,10.19,11.51,13.1,14.21,16.13,20.17,22.28,23.67,24.959999999999997,-679578,75791,315715,-55565,45305
9.58,83802,1.48,2.48,11.67,12.99,14.58,15.690000000000001,17.61,21.650000000000002,23.76,25.150000000000002,-704209,128103,516280,-30286,185754
5.99,35382,9.58,11.06,12.06,21.25,22.57,24.16,25.270000000000003,27.189999999999998,31.230000000000004,33.34,-540560,235901,844975,62615,-36755
1.02,29385,5.99,15.57,17.05,18.05,27.240000000000002,28.560000000000002,30.15,31.260000000000005,33.18,37.220000000000006,-505907,372943,1244032,269805,50924
2.46,22326,1.02,7.01,16.59,18.07,19.07,28.26,29.580000000000002,31.169999999999998,32.28000000000001,34.2,-500453,-241384,-65891,-31935,55257
9.89,36590,2.46,3.48,9.469999999999999,19.05,20.53,21.53,30.720000000000002,32.04,33.629999999999995,34.74000000000001,-509793,-212143,-41618,13947,-3363
3.44,22724,9.89,12.350000000000001,13.370000000000001,19.36,28.94,30.42,31.42,40.61,41.93,43.519999999999996,-447212,-356914,51368,81654,-2397
1.24,49621,3.44,13.33,15.790000000000001,16.810000000000002,22.8,32.38,33.86,34.86,44.05,45.37,-431098,-278972,109104,46489,41669
1,55061,1.24,4.68,14.57,17.03,18.05,24.04,33.620000000000005,35.1,36.1,45.29,-381130,-348230,234757,-35048,1929
1.21,53224,1.0,2.24,5.68,15.57,18.03,19.05,25.04,34.620000000000005,36.1,37.1,89496,-403280,-93250,-61315,-87712
3.15,38892,1.21,2.21,3.45,6.89,16.78,19.240000000000002,20.26,26.25,35.830000000000005,37.31,-276926,-388035,-89712,-103659,-153511
1.5,76261,3.15,4.359999999999999,5.359999999999999,6.6,10.04,19.93,22.39,23.41,29.4,38.980000000000004,-113205,-290591,-29401,-111055,-78404
1.08,52273,3.46,4.96,8.11,9.32,10.32,11.559999999999999,15.0,24.89,27.35,28.37,305539,-12927,-25123,9925,115513
2.72,53345,1.08,4.54,6.04,9.19,10.4,11.4,12.639999999999999,16.08,25.97,28.43,132229,43358,-47658,13657,37000
1.94,38595,2.72,3.8000000000000003,7.26,8.76,11.91,13.120000000000001,14.120000000000001,15.36,18.799999999999997,28.689999999999998,74337,-190479,-41189,62470,105285
17.36,93835,1.94,4.66,5.74,9.2,10.7,13.85,15.06,16.060000000000002,17.3,20.74,-22750,-220010,-105476,5579,-82750
3.04,33173,17.36,19.3,22.02,23.1,26.56,28.06,31.21,32.42,33.42,34.66,150827,-102395,23125,219451,112452
1.17,42102,3.04,20.4,22.34,25.06,26.14,29.599999999999998,31.099999999999998,34.25,35.46,36.46,213048,-54244,90500,80575,133618
2.7,28151,1.17,4.21,21.57,23.509999999999998,26.229999999999997,27.310000000000002,30.769999999999996,32.269999999999996,35.42,36.63,214753,-87987,107676,94019,125440
3.46,60063,2.7,3.87,6.91,24.27,26.209999999999997,28.929999999999996,30.01,33.47,34.97,38.120000000000005,296663,-30912,161402,98932,-15234
15.58,38346,3.46,6.16,7.33,10.370000000000001,27.73,29.669999999999998,32.38999999999999,33.47,36.93,38.43,392881,-74012,178580,173001,9676
5.37,24718,15.58,19.04,21.740000000000002,22.91,25.950000000000003,43.31,45.25,47.96999999999999,49.05,52.51,493957,4157,289126,69675,88108
1.44,37618,5.37,20.95,24.41,27.110000000000003,28.28,31.320000000000004,48.68,50.62,53.33999999999999,54.419999999999995,625776,97753,158565,77990,112676
2.49,37478,1.44,6.8100000000000005,22.39,25.85,28.550000000000004,29.720000000000002,32.760000000000005,50.12,52.059999999999995,54.77999999999999,732665,7606,175925,81906,34345
1.56,38272,2.49,3.93,9.3,24.880000000000003,28.340000000000003,31.040000000000006,32.21,35.25000000000001,52.61,54.55,417403,37491,152857,53925,-30984
1.01,65057,1.56,4.050000000000001,5.49,10.860000000000001,26.44,29.900000000000002,32.60000000000001,33.77,36.81000000000001,54.17,295982,48114,151632,-21369,-89683
2.37,58712,1.01,2.5700000000000003,5.0600000000000005,6.5,11.870000000000001,27.450000000000003,30.910000000000004,33.61000000000001,34.78,37.82000000000001,153039,-125977,-57098,-126773,-120571
1.88,50940,2.37,3.38,4.94,7.430000000000001,8.870000000000001,14.240000000000002,29.820000000000004,33.28,35.980000000000004,37.15,162136,-121454,-99377,-177367,-118616
1.64,29740,3.65,5.529999999999999,7.9,8.91,10.47,12.96,14.4,19.77,35.35,38.81,326807,-103768,62293,8368,104157
1.43,90820,1.64,5.29,7.169999999999999,9.540000000000001,10.55,12.110000000000001,14.600000000000001,16.04,21.41,36.99,245371,-178379,-2812,18557,106241
1.5,60784,2.6,4.03,5.67,9.32,11.2,13.57,14.58,16.14,18.630000000000003,20.07,210354,-94726,-62979,114388,-12596
1.02,72086,1.5,4.1,5.53,7.17,10.82,12.7,15.07,16.08,17.64,20.130000000000003,227324,-81044,-57015,124773,-19858
1.71,52864,1.02,2.52,5.119999999999999,6.550000000000001,8.19,11.84,13.719999999999999,16.09,17.099999999999998,18.66,100714,-77103,-104316,-112684,-3261
1.12,82112,1.71,2.73,4.23,6.829999999999999,8.260000000000002,9.899999999999999,13.55,15.43,17.8,18.81,127827,-78705,-114950,-133507,-141654
2.36,98342,1.12,2.83,3.85,5.3500000000000005,7.949999999999999,9.380000000000003,11.02,14.670000000000002,16.55,18.92,70167,-62847,-131163,-125897,-194719
1.85,34155,17.6,19.21,20.55,22.910000000000004,24.03,25.740000000000002,26.76,28.26,30.86,32.290000000000006,281625,665806,3159,136666,287723
7.49,33543,1.85,19.450000000000003,21.060000000000002,22.400000000000002,24.760000000000005,25.880000000000003,27.590000000000003,28.610000000000003,30.110000000000003,32.71,213022,934485,82260,208157,412475
1.58,57468,4.83,12.32,14.17,31.770000000000003,33.38,34.72,37.080000000000005,38.2,39.910000000000004,40.93,229894,75806,70445,469482,47428
7.27,80792,1.58,6.41,13.9,15.75,33.35,34.96,36.3,38.660000000000004,39.78,41.49,47926,64122,98388,622409,12867
1.97,41348,7.27,8.85,13.68,21.17,23.02,40.620000000000005,42.230000000000004,43.56999999999999,45.93000000000001,47.05,171931,207855,225281,88615,68147
2.39,51509,1.97,9.24,10.82,15.65,23.14,24.99,42.59,44.2,45.53999999999999,47.900000000000006,162733,230306,286338,78181,21174
3.73,38593,2.39,4.36,11.63,13.21,18.04,25.53,27.38,44.980000000000004,46.59,47.92999999999999,151452,393420,345863,37672,54852
3.39,36730,3.73,6.12,8.09,15.360000000000001,16.94,21.77,29.26,31.11,48.71,50.32,225454,140884,500604,31122,-10065
4.46,55898,3.39,7.12,9.51,11.48,18.75,20.330000000000002,25.16,32.65,34.5,52.1,283606,207815,710537,88128,22814
4.48,35063,4.46,7.85,11.58,13.969999999999999,15.940000000000001,23.21,24.790000000000003,29.62,37.11,38.96,404855,276752,127226,38611,69086
1.16,53769,4.48,8.940000000000001,12.33,16.060000000000002,18.45,20.42,27.69,29.270000000000003,34.1,41.59,483891,247990,158480,80299,70351
7.5,40264,1.16,5.640000000000001,10.100000000000001,13.49,17.220000000000002,19.61,21.580000000000002,28.85,30.430000000000003,35.26,533735,160792,74849,37177,3901
1.24,51483,7.5,8.66,13.14,17.6,20.990000000000002,24.720000000000002,27.11,29.080000000000002,36.35,37.93000000000001,-13598,227786,86089,54967,6291
2.7,56220,1.24,8.74,9.9,14.38,18.84,22.23,25.96,28.349999999999998,30.32,37.59,-26398,185745,80005,-8123,-65608
1.9,40119,2.7,3.9400000000000004,11.440000000000001,12.600000000000001,17.080000000000002,21.54,24.93,28.66,31.049999999999997,33.02,-218048,138866,-17621,-56232,-24323
1.44,76643,1.9,4.6,5.84,13.340000000000002,14.500000000000002,18.98,23.439999999999998,26.83,30.56,32.949999999999996,-166078,112894,-8308,-88607,-73223
2.63,64664,1.44,3.34,6.039999999999999,7.279999999999999,14.780000000000001,15.940000000000001,20.42,24.88,28.27,32.0,-250777,97453,-61210,-98387,-86363
1.15,66319,2.63,4.07,5.97,8.669999999999998,9.91,17.41,18.57,23.05,27.509999999999998,30.9,-278380,124900,-109234,-164201,-101678
1.57,39422,3.86,5.05,7.6,9.059999999999999,10.44,11.719999999999999,12.729999999999999,13.879999999999999,16.51,17.950000000000003,-121844,-19449,-109218,298103,623438
4.94,57621,1.57,5.43,6.62,9.17,10.629999999999999,12.01,13.29,14.299999999999999,15.45,18.080000000000002,-127925,-73681,-80634,387052,840406
2.45,34039,4.94,6.510000000000001,10.370000000000001,11.56,14.11,15.57,16.95,18.23,19.24,20.39,-84736,3251,-13973,627705,1304543
22.5,70113,2.45,7.390000000000001,8.96,12.82,14.010000000000002,16.56,18.02,19.4,20.68,21.689999999999998,-31596,-684,48484,878717,3531
6.08,71742,22.5,24.95,29.89,31.46,35.32,36.510000000000005,39.06,40.519999999999996,41.9,43.18,-62108,11904,228371,1360757,95261
1.4,34481,6.08,28.58,31.03,35.97,37.54,41.4,42.59,45.14,46.599999999999994,47.98,42558,38401,425628,127525,123258
1.33,43761,1.4,7.48,29.979999999999997,32.43,37.37,38.94,42.8,43.99,46.54,47.99999999999999,88529,-9224,529499,142447,104136
11.17,38330,1.33,2.73,8.81,31.309999999999995,33.76,38.699999999999996,40.269999999999996,44.129999999999995,45.32,47.87,-10210,-17816,688544,60839,4625
1.71,37711,11.17,12.5,13.9,19.98,42.48,44.93,49.87,51.44,55.3,56.49,68543,31052,964378,85661,-38333
1.52,56150,1.71,12.879999999999999,14.21,15.61,21.69,44.19,46.64,51.58,53.15,57.01,78841,30727,1358211,-2546,-49732
1.06,62015,1.52,3.23,14.399999999999999,15.73,17.13,23.21,45.71,48.160000000000004,53.1,54.67,-61465,64512,26863,-100662,-38243
2.32,40832,1.06,2.58,4.29,15.459999999999999,16.79,18.189999999999998,24.27,46.77,49.220000000000006,54.160000000000004,-85622,35832,10136,-132311,-113836
2.4,72801,2.32,3.38,4.9,6.609999999999999,17.779999999999998,19.11,20.509999999999998,26.59,49.09,51.540000000000006,-121773,57096,-46037,-106876,-99705
3.15,88390,2.4,4.72,5.779999999999999,7.300000000000001,9.01,20.179999999999996,21.509999999999998,22.909999999999997,28.99,51.49,-218176,-114408,-51431,-137092,-74763
2.06,59114,3.15,5.55,7.869999999999999,8.93,10.450000000000001,12.16,23.329999999999995,24.659999999999997,26.059999999999995,32.14,-190638,-12259,-26975,-24429,58150
3.31,28835,2.06,5.21,7.609999999999999,9.93,10.99,12.510000000000002,14.22,25.389999999999993,26.719999999999995,28.119999999999994,-165882,64851,-105589,-4927,63706
1.05,42684,3.31,5.37,8.52,10.92,13.24,14.3,15.820000000000002,17.53,28.699999999999992,30.029999999999994,-112377,-17651,-71406,60905,84161
1.02,39073,1.05,4.36,6.42,9.57,11.97,14.290000000000001,15.350000000000001,16.87,18.580000000000002,29.749999999999993,-113239,-32195,-71394,35482,-39794
1.55,36603,1.02,2.0700000000000003,5.380000000000001,7.4399999999999995,10.59,12.99,15.31,16.37,17.89,19.6,-76188,915,-134453,2639,-67197
29.51,45955,1.55,2.5700000000000003,3.62,6.930000000000001,8.99,12.14,14.540000000000001,16.86,17.92,19.44,-66332,12373,-133304,-108875,-111630
2.32,41693,29.51,31.060000000000002,32.08,33.13,36.440000000000005,38.5,41.650000000000006,44.050000000000004,46.370000000000005,47.43000000000001,96184,159031,-36644,-31717,-3493
3.16,48184,2.32,31.830000000000002,33.38,34.4,35.45,38.760000000000005,40.82,43.970000000000006,46.370000000000005,48.690000000000005,206395,222236,8081,-52824,28698
2.01,53864,3.16,5.48,34.99,36.540000000000006,37.56,38.61,41.92,43.980000000000004,47.13000000000001,49.53,261577,381665,50305,14823,83904
2.33,75364,2.01,5.17,7.49,37.0,38.550000000000004,39.57,40.62,43.93,45.99,49.14000000000001,354518,541525,19228,16589,-18891
6.08,46009,2.33,4.34,7.5,9.82,39.33,40.88,41.9,42.949999999999996,46.26,48.32,630889,-34917,-19499,89376,30570
1.22,48286,6.08,8.41,10.42,13.58,15.9,45.41,46.96,47.98,49.029999999999994,52.339999999999996,945675,11190,28599,60316,42000
1,71197,1.02,2.24,8.32,10.65,12.66,15.82,18.14,47.65,49.2,50.22,-57696,-133502,-30862,-45685,-51157
1.5,58559,1.0,2.02,3.24,9.32,11.65,13.66,16.82,19.14,48.65,50.2,-96437,-160559,-63086,-79675,-158882
11.13,67060,1.01,2.51,3.51,4.53,5.75,11.83,14.16,16.17,19.330000000000002,21.650000000000002,-154273,-384579,-257272,-317588,-229903
4.81,60536,11.13,12.14,13.64,14.64,15.66,16.880000000000003,22.96,25.29,27.300000000000004,30.46,166434,-226986,-103359,-128577,-11575
3.37,62331,4.81,15.940000000000001,16.95,18.45,19.45,20.47,21.69,27.77,30.099999999999998,32.11000000000001,-55220,-196104,-77165,-31480,89163
1.8,63838,3.37,8.18,19.310000000000002,20.32,21.82,22.82,23.84,25.060000000000002,31.14,33.47,37108,-170707,-1695,77980,236686
9.66,44339,1.8,5.17,9.98,21.110000000000003,22.12,23.62,24.62,25.64,26.860000000000003,32.94,26264,-250488,-88345,83455,45584
4.47,42375,9.66,11.46,14.83,19.64,30.770000000000003,31.78,33.28,34.28,35.3,36.52,24140,-223850,-76560,241028,42605
1.52,50539,4.47,14.129999999999999,15.93,19.3,24.11,35.24,36.25,37.75,38.75,39.769999999999996,31258,-129534,6052,134629,45074
1.08,48576,1.52,5.99,15.649999999999999,17.45,20.82,25.63,36.760000000000005,37.77,39.27,40.27,11988,-215798,3793,35273,40981
15.09,35796,1.08,2.6,7.07,16.729999999999997,18.53,21.9,26.71,37.84,38.85,40.35,-27327,-213072,27492,-50488,-54830
1.72,54504,15.09,16.17,17.69,22.16,31.819999999999997,33.620000000000005,36.989999999999995,41.8,52.93000000000001,53.94,-21340,-160206,117505,34050,-54995
1.52,42542,1.72,16.81,17.89,19.41,23.88,33.54,35.34,38.709999999999994,43.519999999999996,54.650000000000006,-83607,-196501,179770,-61258,-53926
5.57,64734,1.52,3.24,18.33,19.41,20.93,25.4,35.06,36.86000000000001,40.23,45.04,-63764,-161217,4559,-130070,-34508
1.49,31620,5.57,7.09,8.81,23.9,24.98,26.5,30.97,40.63,42.43000000000001,45.8,55124,-69776,17094,-18179,-11248
3.63,33662,1.49,7.0600000000000005,8.58,10.3,25.389999999999997,26.47,27.99,32.46,42.120000000000005,43.92000000000001,85209,-27025,-41611,8877,15305
1.92,40353,3.63,5.12,10.690000000000001,12.21,13.93,29.019999999999996,30.099999999999998,31.619999999999997,36.09,45.75000000000001,68459,106346,12794,-21256,53819
5.39,61630,1.92,5.55,7.04,12.610000000000001,14.13,15.85,30.939999999999998,32.019999999999996,33.54,38.010000000000005,106185,204286,-67792,-6534,-42281
4.63,36866,5.39,7.31,10.94,12.43,18.0,19.52,21.24,36.33,37.41,38.93,-1665,378493,-58046,72024,28639
1.8,57695,4.63,10.02,11.94,15.57,17.06,22.63,24.15,25.869999999999997,40.96,42.04,65903,596338,6257,24436,34444
1.06,60710,1.8,6.43,11.82,13.74,17.37,18.86,24.43,25.95,27.669999999999998,42.76,29120,809589,15258,6381,28220
1.37,83429,2.41,3.47,5.2700000000000005,9.9,15.290000000000001,17.21,20.84,22.33,27.9,29.419999999999998,-164772,-145323,-58040,-51506,-118223
1.92,66445,1.37,3.7800000000000002,4.84,6.640000000000001,11.27,16.66,18.580000000000002,22.21,23.7,29.27,-260425,-186744,-106161,-178185,-155927
5.49,93825,1.07,2.99,4.36,6.7700000000000005,7.83,9.63,14.26,19.65,21.57,25.200000000000003,-386208,-385524,-310015,-316396,-236670
1.05,64353,5.49,6.5600000000000005,8.48,9.850000000000001,12.260000000000002,13.32,15.120000000000001,19.75,25.14,27.060000000000002,-324527,-336431,-214406,-149767,-54426
19.27,57238,1.05,6.54,7.61,9.530000000000001,10.900000000000002,13.310000000000002,14.370000000000001,16.17,20.8,26.19,-429324,-467725,-246383,-194877,-70273
1.47,51814,19.27,20.32,25.81,26.88,28.8,30.17,32.58,33.64,35.44,40.07,-308804,-299580,-148574,29611,190080
2.22,74172,1.47,20.74,21.79,27.279999999999998,28.349999999999998,30.27,31.64,34.05,35.11,36.91,-312170,-294354,-202148,40679,46702
2.31,65467,2.22,3.6900000000000004,22.959999999999997,24.009999999999998,29.499999999999996,30.569999999999997,32.49,33.86,36.269999999999996,37.33,-326573,-357625,-202836,113560,71767
2.37,87194,2.31,4.53,6.0,25.269999999999996,26.319999999999997,31.809999999999995,32.879999999999995,34.800000000000004,36.17,38.58,-319197,-349924,-165806,-16039,-100076
1.49,72885,2.37,4.68,6.9,8.370000000000001,27.639999999999997,28.689999999999998,34.17999999999999,35.24999999999999,37.17,38.54,-273025,-337537,-165351,29526,-81426
11.21,85249,1.49,3.8600000000000003,6.17,8.39,9.860000000000001,29.129999999999995,30.179999999999996,35.669999999999995,36.739999999999995,38.660000000000004,-299027,-334859,-137979,-167590,-91070
10.68,58428,11.21,12.700000000000001,15.07,17.380000000000003,19.6,21.07,40.339999999999996,41.39,46.879999999999995,47.949999999999996,-167706,-224802,3355,-37324,25417
1.96,78775,10.68,21.89,23.380000000000003,25.75,28.060000000000002,30.28,31.75,51.019999999999996,52.07,57.559999999999995,-287192,-172784,161309,47749,89990
3.23,68876,1.96,12.64,23.85,25.340000000000003,27.71,30.020000000000003,32.24,33.71,52.98,54.03,-322697,-310438,-982,15057,82571
1.84,68354,3.23,5.1899999999999995,15.870000000000001,27.080000000000002,28.570000000000004,30.94,33.25,35.47,36.94,56.209999999999994,-223821,-288672,73464,43938,-164
1.27,68468,1.84,5.07,7.029999999999999,17.71,28.92,30.410000000000004,32.78,35.09,37.31,38.78,-374853,-357202,-129028,38562,-100257
2.43,53949,1.27,3.1100000000000003,6.34,8.299999999999999,18.98,30.19,31.680000000000003,34.050000000000004,36.36000000000001,38.580000000000005,-406928,-374733,-151773,-114449,-104089
1.06,78217,2.43,3.7,5.540000000000001,8.77,10.729999999999999,21.41,32.620000000000005,34.11000000000001,36.480000000000004,38.790000000000006,-365282,-366197,-143025,-190774,-144722
1.84,98920,1.06,3.49,4.76,6.600000000000001,9.83,11.79,22.47,33.68000000000001,35.17000000000001,37.540000000000006,-401822,-414195,-197575,-212632,-168623
1.26,98524,2.99,4.83,5.890000000000001,8.32,9.59,11.430000000000001,14.66,16.619999999999997,27.299999999999997,38.51000000000001,-310636,-532872,-189932,-228494,-137977
1.26,65290,1.51,3.7699999999999996,5.58,6.819999999999999,10.03,14.629999999999999,20.040000000000003,22.599999999999998,23.599999999999998,25.149999999999995,-295463,-44975,-93608,-89147,-89297
1.92,50393,6.91,8.17,9.68,11.94,13.75,14.99,18.2,22.799999999999997,28.210000000000004,30.77,-206146,-76612,57734,-31889,1090
13.77,46568,1.92,8.83,10.09,11.6,13.86,15.67,16.91,20.119999999999997,24.72,30.130000000000003,-267195,-51397,66500,-13916,34559
1.12,47937,13.77,15.69,22.6,23.86,25.369999999999997,27.63,29.439999999999998,30.68,33.89,38.489999999999995,-187968,25104,20838,7244,119245
2.35,74836,1.12,14.89,16.81,23.720000000000002,24.98,26.49,28.75,30.56,31.8,35.01,-219788,-59582,-69704,19443,-37965
1.46,65964,2.35,3.47,17.240000000000002,19.16,26.070000000000004,27.330000000000002,28.84,31.1,32.91,34.15,-241421,-44920,-161445,42793,-47449
2.55,69036,1.46,3.81,4.93,18.700000000000003,20.62,27.530000000000005,28.790000000000003,30.3,32.56,34.37,-208227,-47010,-132357,-100468,-106622
7.05,67559,2.55,4.01,6.359999999999999,7.4799999999999995,21.250000000000004,23.17,30.080000000000005,31.340000000000003,32.85,35.11,-195855,-126079,-106777,-92861,-77745
1.03,52102,7.05,9.6,11.059999999999999,13.41,14.53,28.300000000000004,30.220000000000002,37.13,38.39,39.9,-43701,-16676,-25659,-32903,43549
2,47879,1.03,8.08,10.629999999999999,12.089999999999998,14.44,15.559999999999999,29.330000000000005,31.250000000000004,38.160000000000004,39.42,27189,-79157,-21388,-40831,21672
2.38,71704,2.0,3.0300000000000002,10.08,12.629999999999999,14.089999999999998,16.439999999999998,17.56,31.330000000000005,33.25,40.160000000000004,134945,-69341,11838,-30955,14457
1.01,59189,2.38,4.38,5.41,12.46,15.009999999999998,16.47,18.819999999999997,19.939999999999998,33.71000000000001,35.63,242178,-136315,-117749,-17281,-91000
4.98,74000,1.01,3.3899999999999997,5.39,6.42,13.47,16.02,17.48,19.83,20.95,34.720000000000006,384598,-211740,-154086,-61225,-98139
1.11,62167,4.98,5.99,8.370000000000001,10.370000000000001,11.4,18.450000000000003,21.0,22.46,24.81,25.93,725019,-84570,-94416,-61513,12991
1.18,50496,3.74,4.8500000000000005,9.830000000000002,10.84,13.22,15.22,16.25,23.300000000000004,25.85,27.310000000000002,-165895,-20572,-33692,-2737,72945
2.16,67511,1.18,4.92,6.03,11.010000000000002,12.02,14.4,16.400000000000002,17.43,24.480000000000004,27.03,-173254,13490,-45661,-28380,-57867
1.16,45053,2.16,3.34,7.08,8.190000000000001,13.170000000000002,14.18,16.560000000000002,18.560000000000002,19.59,26.640000000000004,-249894,24300,-68012,-6787,-35993
4.39,75005,1.16,3.3200000000000003,4.5,8.24,9.350000000000001,14.330000000000002,15.34,17.720000000000002,19.720000000000002,20.75,-288527,96997,-196342,-134829,-119101
7.2,34640,4.39,5.55,7.71,8.89,12.629999999999999,13.740000000000002,18.720000000000002,19.73,22.110000000000003,24.110000000000003,-278300,58131,-77118,-8185,-9785
1.68,51485,7.2,11.59,12.75,14.91,16.09,19.83,20.94,25.92,26.93,29.310000000000002,-327925,139800,-37242,-34505,45227
1.43,65244,1.68,8.88,13.27,14.43,16.59,17.77,21.509999999999998,22.62,27.6,28.61,-341557,-41977,-54236,-25856,51106
1.75,76277,1.43,3.11,10.31,14.7,15.86,18.02,19.2,22.939999999999998,24.05,29.03,-341731,-47377,-37785,-30998,-58806
2.4,60149,1.75,3.1799999999999997,4.859999999999999,12.06,16.45,17.61,19.77,20.95,24.689999999999998,25.8,-427116,-69491,-187757,-52928,-137524
2.09,78930,2.4,4.15,5.58,7.26,14.46,18.849999999999998,20.009999999999998,22.169999999999998,23.349999999999998,27.089999999999996,-419174,-69250,-151605,-143420,-127349
1.79,96739,2.09,4.49,6.24,7.67,9.35,16.55,20.939999999999998,22.099999999999998,24.259999999999998,25.439999999999998,-391361,-53824,-198603,-164098,-87873
1.72,68006,4.05,6.119999999999999,7.529999999999999,8.68,9.91,11.7,13.79,16.19,17.94,19.37,-413592,-56390,-143441,12127,335227
4.7,70689,1.72,5.77,7.839999999999999,9.25,10.4,11.63,13.42,15.51,17.91,19.66,-397768,-23035,-127431,101642,330976
1.18,32927,4.7,6.42,10.469999999999999,12.54,13.95,15.100000000000001,16.330000000000002,18.12,20.21,22.61,-325067,41130,-32404,342230,517538
12.33,56384,1.18,5.88,7.6,11.649999999999999,13.719999999999999,15.129999999999999,16.28,17.51,19.3,21.39,-327598,86597,-41728,332065,-25636
1.8,41744,12.33,13.51,18.21,19.93,23.979999999999997,26.049999999999997,27.46,28.61,29.840000000000003,31.630000000000003,-323250,216161,31467,554835,71025
2.64,73590,1.8,14.13,15.31,20.01,21.73,25.779999999999998,27.849999999999998,29.26,30.41,31.640000000000004,-328990,203882,43905,31778,24775
1.92,46734,2.64,4.44,16.77,17.95,22.650000000000002,24.37,28.419999999999998,30.49,31.900000000000002,33.05,-386230,264940,128003,26361,25272
3.23,70359,1.71,3.63,6.2700000000000005,8.07,20.4,21.58,26.28,28.0,32.05,34.12,-499773,-460061,249266,-82799,-140213
